0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0.058181416,0.12582219,0.5155321,0.4268114,0.30235368,0.4543339,0.45824242,0.32220277,0.31215218,0.50008243,0.29865146,0.21813807,0.5857759,0.17039244,-0.85539013,-0.5166748,-0.03680894,-0.06273845,-0.9752762,0.21189679,-0.054365512,-0.998456,0.011399308,1,1,0,0
0.18267624,0.019897064,0.031887922,0.024637032,0.018332448,0.01655088,0.03008718,0.015276317,0.043254875,0.031117216,0.015334684,0.050765418,0.018899025,0.014374132,0.17293184,-0.9740585,-0.14596099,0.958831,0.25255677,-0.12983887,0.19584358,-0.9306416,-0.30911404,0,1,0,0
0.059138097,0.008415529,0.59797853,0.37014127,0.42926964,0.66258043,0.6620251,0.36441067,0.64118695,0.65428597,0.29240322,0.5818463,0.5443109,0.3412299,0.64211255,-0.23165114,-0.73077303,0.09157254,-0.9944602,-0.05160776,0.18724489,-0.95541215,-0.22831331,1,1,0,0
0.11869833,0.020750854,0.061473608,0.025690712,0.008565889,0.026834363,0.0431465,0.002246509,0.025475102,0.040207922,0.011494871,0.052819896,0.02813486,0.015124183,0.064449936,-0.9979178,0.002514301,0.9141857,-0.36066338,0.18489568,0.08005799,-0.9882572,-0.13014746,0,0,1,0
0.15555005,0.06729934,0.017530374,0.81288475,0.117978334,0.004984901,0.03157111,0.010745003,0.013042525,0.03363939,0.008003624,0.031423245,0.019852225,0.025144264,0.21136184,-0.9757578,-0.05677063,0.9789769,0.13452074,0.15332428,0.049387805,-0.98081917,-0.18855937,0,0,0,1
0.044118688,0.10208042,0.33772337,0.73649126,0.21208358,0.3317978,0.76273745,0.21344793,0.28426868,0.74521786,0.15669978,0.26375714,0.75666255,0.08548083,-0.08760852,-0.9458192,-0.31265122,0.25871298,-0.94026655,0.22128354,0.31236467,-0.9376885,-0.15221216,1,1,0,0
0.07982687,0.090692215,0.056375224,0.02563423,0.013779774,0.023830028,0.044846714,0.004560283,0.012087276,0.04283918,0.011256048,0.000268941,0.020140858,0.014261669,-0.15735663,-0.9857289,-0.059810802,-0.9478889,-0.18228303,0.26130345,-0.5601488,-0.78667533,-0.2595676,1,0,1,0
0.07278063,0.0703226,0.68025476,0.121067405,0.5182748,0.71273756,0.14304247,0.8700573,0.70516247,0.24336751,0.73218024,0.6613773,0.21486542,0.53650033,0.54751116,-0.7843778,-0.29151836,-0.13926166,-0.98818445,0.0640134,0.019900464,-0.9834843,-0.1798961,1,1,0,0
0.042073656,0.09902431,0.37557182,0.6997375,0.20924754,0.37845892,0.7256979,0.24376124,0.32172492,0.72082573,0.17625548,0.2752158,0.74735516,0.097028896,-0.14611603,-0.9348733,-0.32351518,0.22156262,-0.95390546,0.2024212,0.27182266,-0.9512893,-0.1454687,1,1,0,0
0.08762777,0.121098496,0.50542194,0.5815207,0.25627872,0.43737152,0.65981036,0.17772382,0.33867955,0.6626583,0.15834217,0.31287545,0.661143,0.14957309,-0.60560673,-0.6132744,-0.50708485,-0.18427877,-0.96134233,0.20460264,0.14154825,-0.97546715,-0.1686059,1,1,0,0
0.14045784,0.10355176,0.03805314,0.022263432,0.01048177,0.015856355,0.032393355,0.008553156,0.046187293,0.028349862,0.027791733,0.06182497,0.0497239,0.031334035,0.100538425,-0.9939397,0.044451732,0.9551948,-0.12435865,0.268585,0.5401785,-0.83877134,-0.0683361,0,0,1,0
0.17003281,0.027452262,0.05610242,0.02821842,0.008468064,0.025593078,0.05791834,0.001395733,0.027779713,0.05406,0.012312676,0.0302582,0.03226291,0.018632604,-0.15343891,-0.9873741,-0.03935564,-0.97716975,-0.11435956,0.17905633,-0.22086199,-0.9585528,-0.17999053,1,0,1,0
0.07092797,0.07495875,0.06788384,0.028314585,0.010360935,0.029081723,0.05046819,0.008798736,0.020407982,0.045552865,0.014522265,0.053671435,0.028045895,0.01293823,-0.038903743,-0.99892867,-0.025060156,-0.84508145,-0.4246405,0.324835,-0.46597013,-0.8571809,-0.21934623,1,0,1,0
0.09494804,0.07998722,0.025449935,0.021678397,0.008542985,0.013549377,0.037598554,0.002615793,0.038114853,0.039744098,0.014826153,0.025109127,0.0346872,0.027902002,0.037910655,-0.997902,-0.052482896,0.876171,-0.4543908,0.16078998,0.41009927,-0.8900498,-0.19907263,0,0,1,0
0.1535693,0.11384345,0.028726095,0.008401132,0.002960681,0.005230756,0.026248803,0.008888845,0.004615047,0.036689933,0.00135128,0.041412987,0.009961936,0.01078476,0.23064524,-0.97268856,-0.02607116,0.929078,0.24998115,0.27262348,0.77332133,-0.60205925,-0.19874309,0,0,1,0
0.13925417,0.01802245,0.042443413,0.014355651,0.00333805,0.022933295,0.037470542,0.001759963,0.005310456,0.036350965,0.010980806,0.009932587,0.018119464,0.020745805,0.12178671,-0.9924114,-0.016961567,0.94816136,-0.08963752,0.30488548,0.23390302,-0.9554583,-0.17996901,0,0,1,0
0.084176704,0.030617092,0.6220819,0.29606217,0.36440885,0.6194272,0.44073957,0.4086131,0.58167356,0.53912663,0.32918403,0.49669334,0.59233797,0.3109818,-0.056306455,-0.81175745,-0.581274,-0.18158294,-0.97025055,0.16012968,-0.004078535,-0.968955,-0.24720366,1,1,0,0
0.11395533,0.040203396,0.053646147,0.018381676,0.00977219,0.01724874,0.03500865,0.007807691,0.02463994,0.03441628,0.018231306,0.045807894,0.03199153,0.026038943,-0.15168817,-0.98311263,-0.10237321,-0.9825,-0.09980186,0.1572681,-0.35659963,-0.90380204,-0.23659787,1,0,1,0
0.06373746,0.11989659,0.4405228,0.5586776,0.2541035,0.36250627,0.59255594,0.17990121,0.25205263,0.60521424,0.19044776,0.34432277,0.57331324,0.10399677,0.72240186,-0.69073117,-0.03203116,-0.07249097,-0.991588,0.10723022,0.026994217,-0.9994305,-0.020248193,0,1,0,0
0.09576301,0.05930186,0.057968747,0.029518409,0.012977253,0.025082069,0.053912897,0.010238799,0.026096566,0.05258142,0.016979322,0.045754086,0.036522947,0.017963175,-0.007226614,-0.99881744,-0.048077557,-0.8667499,-0.4455576,0.22410503,-0.32042962,-0.9215145,-0.21939887,1,0,1,0
0.06590627,0.093278386,0.3832684,0.6469336,0.29097563,0.3369422,0.69574386,0.21167538,0.28078574,0.66117823,0.14906529,0.3351816,0.6414146,0.112066545,0.32188603,-0.8624128,-0.39068338,-0.11376014,-0.9631527,0.24371187,-0.053683605,-0.9779427,-0.20185667,0,1,0,0
0.08982561,0.12850375,0.056017183,0.032376677,0.013361907,0.02002919,0.05678277,0.006768559,0.010299228,0.057795417,0.005622105,0.010534961,0.03227125,0.012523077,-0.26317373,-0.96346414,-0.049764313,-0.94978607,0.2025282,0.23851353,-0.8101967,-0.45796582,-0.3658533,1,0,1,0
0.14077546,0.021295877,0.043359462,0.01600618,0.002841587,0.022971082,0.03823172,0.00113436,0.004793549,0.037928548,0.009083798,0.011712498,0.019238813,0.019930912,0.12828787,-0.9914941,-0.02194659,0.9569343,-0.07399304,0.2807166,0.26214507,-0.94536734,-0.19380552,0,0,1,0
0.07235881,0.104837045,0.44725174,0.4792634,0.31772465,0.39841947,0.5400628,0.2746162,0.29565036,0.5445364,0.24408637,0.28381413,0.5706694,0.1659956,0.7283643,-0.63659835,-0.2534324,0.063715965,-0.9722166,0.22524469,0.04533063,-0.9915757,-0.12133714,0,1,0,0
0.08245862,0.12229371,0.10362328,0.51171815,0.18121777,0.030151196,0.046020582,0.017752362,0.017981859,0.060987264,0.025866512,0.025439376,0.07922821,0.057222486,0.018622102,-0.9985344,-0.050815895,0.89424455,-0.23869015,0.37862077,-0.06320807,-0.96808475,-0.24252139,0,0,0,1
0.10469779,0.061058935,0.031154057,0.01944415,0.013405992,0.011234358,0.027841356,0.002832845,0.014465945,0.028795078,0.014664904,0.022203824,0.012280324,0.02456415,-0.016092269,-0.9927878,-0.118799925,0.8863011,-0.44757435,0.11894334,0.37356853,-0.86572737,-0.3331106,0,0,1,0
0.16596405,0.060183182,0.046127327,0.36696488,0.27623317,0.023503564,0.05477917,0.004991195,0.028177656,0.047109954,0.013886876,0.037454452,0.02158413,0.028301425,0.36638436,-0.9283161,-0.06318017,0.946064,0.27352986,0.1736214,0.30022427,-0.90830374,-0.2912897,0,0,0,1
0.03562077,0.052063715,0.25912145,0.7873192,0.095725216,0.23183495,0.6776524,0.19036101,0.38351676,0.6080788,0.18582441,0.49889955,0.55901104,0.2376834,-0.61271596,-0.32685903,-0.71954316,0.04955751,-0.99852633,-0.022119027,-0.019683797,-0.95988554,-0.27970046,1,1,0,0
0.058585025,0.109690264,0.44924563,0.4177793,0.2640372,0.38643667,0.5185628,0.294429,0.27264178,0.532711,0.2881929,0.23499702,0.5664656,0.19704725,0.81789005,-0.56176573,-0.124399014,0.056477964,-0.9767081,0.20700617,0.070707604,-0.9929183,-0.095465176,0,1,0,0
0.1538374,0.03140018,0.07454921,0.03181399,0.011866686,0.03909496,0.042749394,0.011871542,0.008081433,0.030844422,0.009010639,0.03436827,0.016341362,0.008663754,-0.146508,-0.98733723,-0.060832586,-0.83444345,-0.33573452,0.43702003,-0.053983472,-0.9728325,-0.2251283,1,0,1,0
0.0915337,0.021498265,0.084961966,0.6189868,0.16666463,0.0436154,0.0563834,0.00646574,0.024470828,0.026812403,0.012939932,0.038813166,0.024292115,0.021963246,-0.10040409,-0.9949467,0.000201059,-0.85534817,0.28585893,0.43204644,-0.34856868,-0.91249526,-0.21413141,1,0,0,1
0.07571654,0.11110948,0.5108527,0.5928074,0.3276318,0.43064263,0.69496584,0.22365893,0.3248177,0.6508507,0.2111613,0.313084,0.6601542,0.15058291,0.6013022,-0.6773282,-0.42386574,0.08443057,-0.96827537,0.2351898,-0.11178882,-0.9652834,-0.23607469,0,1,0,0
0.07164229,0.08988275,0.069317736,0.027846849,0.010308409,0.029285824,0.050087553,0.008604687,0.019189022,0.044829592,0.014122647,0.04984009,0.030501207,0.014085012,-0.046776578,-0.99863136,-0.023396725,-0.8544077,-0.40002853,0.33160916,-0.5058091,-0.8369021,-0.20916994,1,0,1,0
0.058901574,0.097908705,0.31552717,0.85832924,0.1335391,0.23978859,0.7926017,0.08263752,0.28475368,0.6698222,0.10465951,0.42225787,0.60798556,0.15032245,0.4454181,-0.62140167,-0.644564,-0.09131794,-0.9846665,0.14863688,-0.16644989,-0.9477472,-0.27215746,0,1,0,0
0.12038462,0.05876527,0.03593854,0.014531792,0.014359959,0.007056554,0.012801678,0.007921277,0.035490535,0.004501355,0.009311045,0.055184837,0.02779321,0.012218477,0.061822988,-0.9978962,-0.019521017,0.9115302,-0.32455078,0.25254595,0.33878693,-0.9381817,-0.07098253,0,0,1,0
0.06325058,0.038191255,0.13041815,0.5747409,0.11381214,0.06397806,0.062030613,0.012689174,0.0269188,0.044090685,0.022748286,0.047263466,0.04118206,0.043720227,-0.08907728,-0.9894764,-0.11402535,0.5630231,-0.61174005,0.55567896,0.22414759,-0.9129694,-0.34094682,0,0,0,1
0.14344332,0.021117834,0.22698915,0.50922143,0.12065184,0.073013045,0.12461447,0.1286551,0.033963587,0.11954334,0.046946444,0.06440313,0.073312394,0.03802154,0.047363766,-0.9953714,0.083620705,-0.022203403,-0.36402276,0.93112534,0.55314916,-0.8222861,-0.13368414,0,0,0,1
0.17064753,0.1439307,0.061062124,0.012516852,0.008980215,0.04393309,0.027949678,0.004506503,0.013415514,0.029374862,0.004151682,0.031082883,0.027256679,0.005507293,-0.023165056,-0.9867488,-0.16059321,-0.85005647,-0.48915306,0.19527754,0.42448407,-0.76023734,-0.491785,1,0,1,0
